task_run__calibration,task_run__created,task_run__finish_time,task_run__id,task_run__info,task_run__project_id,task_run__task_id,task_run__timeout,task_run__user_id,task_run__user_ip,task_runinfo__Days_Since_Last_Inspection,task_runinfo__Facility_Name,task_runinfo__Facility_State,task_runinfo__Facility_Street,task_runinfo__X_id,task_runinfo__area,task_runinfo__certain,task_runinfo__multiple,task_runinfo__skip,task_runinfo__task_id
None,2014-04-11T19:11:46.640497,2014-04-11T19:11:46.640512,629988,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77163)"", ""task_id"": 501724, ""Facility_State"": ""MA"", ""skip"": 0, ""Facility_Name"": ""CT VALLEY SANITARY WASTE DISPOSAL INC"", ""area"": [{""area"": 174818.24782359425, ""id"": ""OpenLayers_Feature_Vector_4601"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-72.53314004772962,42.17371963660751],[-72.53309713238598,42.172781379100414],[-72.53333316677866,42.1719067197363],[-72.5332473360905,42.1712546930694],[-72.53286109799238,42.170920725588026],[-72.53101573819004,42.170920725588026],[-72.52756105297891,42.17142962771262],[-72.52728210324169,42.17220887615712],[-72.52766834133979,42.17346519526882],[-72.52831207150331,42.17432393068296],[-72.5297068201903,42.175198556619755],[-72.53099428051821,42.175119045670584],[-72.5311015688782,42.17443524738342],[-72.5318525874026,42.17391046693946],[-72.53314004772962,42.17371963660751]]]}""}, {""area"": 374973.98189354315, ""id"": ""OpenLayers_Feature_Vector_4927"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-72.54062877529901,42.16651537044873],[-72.54264579647861,42.16521119924426],[-72.54253850811773,42.16435234011079],[-72.53987775677551,42.16234829012475],[-72.53683076733431,42.162411911734615],[-72.53532873028553,42.16314355565212],[-72.53429876202392,42.16285726121364],[-72.53436313504027,42.16223695215274],[-72.52779708737249,42.163064029549616],[-72.52773271435613,42.164702247090894],[-72.52871976727322,42.16474996152918],[-72.52929912442038,42.166928882533405],[-72.53032909268198,42.166960691043606],[-72.53208862179618,42.16665850955332],[-72.5337623202213,42.164909009397334],[-72.53378377789312,42.16459091326183],[-72.53359065884406,42.16357299488089],[-72.53494249218743,42.16315946086117],[-72.5352858149419,42.16327079720919],[-72.53595100277722,42.16303221908022],[-72.5359295451054,42.1645431987036],[-72.53899799221843,42.16608595119181],[-72.54062877529901,42.16651537044873]]]}""}], ""Days_Since_Last_Inspection"": ""813"", ""certain"": ""1"", ""Facility_Street"": ""161 NEW LOMBARD RD"", ""multiple"": 0}",1402,501724,None,None,216.165.95.75,813,CT VALLEY SANITARY WASTE DISPOSAL INC,MA,161 NEW LOMBARD RD,ObjectID(52605257cdc3fd11fee77163),"[{u'area': 174818.24782359425, u'id': u'OpenLayers_Feature_Vector_4601', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-72.53314004772962,42.17371963660751],[-72.53309713238598,42.172781379100414],[-72.53333316677866,42.1719067197363],[-72.5332473360905,42.1712546930694],[-72.53286109799238,42.170920725588026],[-72.53101573819004,42.170920725588026],[-72.52756105297891,42.17142962771262],[-72.52728210324169,42.17220887615712],[-72.52766834133979,42.17346519526882],[-72.52831207150331,42.17432393068296],[-72.5297068201903,42.175198556619755],[-72.53099428051821,42.175119045670584],[-72.5311015688782,42.17443524738342],[-72.5318525874026,42.17391046693946],[-72.53314004772962,42.17371963660751]]]}'}, {u'area': 374973.98189354315, u'id': u'OpenLayers_Feature_Vector_4927', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-72.54062877529901,42.16651537044873],[-72.54264579647861,42.16521119924426],[-72.54253850811773,42.16435234011079],[-72.53987775677551,42.16234829012475],[-72.53683076733431,42.162411911734615],[-72.53532873028553,42.16314355565212],[-72.53429876202392,42.16285726121364],[-72.53436313504027,42.16223695215274],[-72.52779708737249,42.163064029549616],[-72.52773271435613,42.164702247090894],[-72.52871976727322,42.16474996152918],[-72.52929912442038,42.166928882533405],[-72.53032909268198,42.166960691043606],[-72.53208862179618,42.16665850955332],[-72.5337623202213,42.164909009397334],[-72.53378377789312,42.16459091326183],[-72.53359065884406,42.16357299488089],[-72.53494249218743,42.16315946086117],[-72.5352858149419,42.16327079720919],[-72.53595100277722,42.16303221908022],[-72.5359295451054,42.1645431987036],[-72.53899799221843,42.16608595119181],[-72.54062877529901,42.16651537044873]]]}'}]",1,0,0,501724
None,2014-04-11T19:12:03.126529,2014-04-11T19:12:03.126547,629989,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77154)"", ""task_id"": 501709, ""Facility_State"": ""MA"", ""skip"": 0, ""Facility_Name"": ""BOURNE LANDFILL"", ""area"": [{""area"": 228412.52180718936, ""id"": ""OpenLayers_Feature_Vector_1145"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-70.58290942195102,41.73038634109685],[-70.58192236903393,41.73083471878619],[-70.57672961238045,41.729265383180376],[-70.57750208857665,41.72747180982991],[-70.57956202510077,41.725614127499846],[-70.58153613093583,41.725421950400005],[-70.58303816798372,41.72612659695607],[-70.58320982936095,41.727952236173095],[-70.58290942195102,41.73038634109685]]]}""}], ""Days_Since_Last_Inspection"": ""never"", ""certain"": ""1"", ""Facility_Street"": ""OFF MACARTHUR BLVD"", ""multiple"": 0}",1402,501709,None,5,None,never,BOURNE LANDFILL,MA,OFF MACARTHUR BLVD,ObjectID(52605257cdc3fd11fee77154),"[{u'area': 228412.52180718936, u'id': u'OpenLayers_Feature_Vector_1145', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-70.58290942195102,41.73038634109685],[-70.58192236903393,41.73083471878619],[-70.57672961238045,41.729265383180376],[-70.57750208857665,41.72747180982991],[-70.57956202510077,41.725614127499846],[-70.58153613093583,41.725421950400005],[-70.58303816798372,41.72612659695607],[-70.58320982936095,41.727952236173095],[-70.58290942195102,41.73038634109685]]]}'}]",1,0,0,501709
None,2014-04-11T19:12:36.662720,2014-04-11T19:12:36.662740,629990,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77164)"", ""task_id"": 501725, ""Facility_State"": ""MA"", ""skip"": 0, ""Facility_Name"": ""EASTON TOWN OF FIRE DEPT"", ""area"": [{""area"": 88209.70004392506, ""id"": ""OpenLayers_Feature_Vector_5184"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-71.0954759656671,42.01381012004918],[-71.09463911645454,42.01207234235845],[-71.09382372491469,42.01122735072897],[-71.09302979104578,42.01071716166876],[-71.0924504338986,42.009967814067736],[-71.09176378839057,42.00984026466127],[-71.09137755029246,42.01054178323407],[-71.09152775399788,42.01117952067844],[-71.09109860055524,42.01167376279946],[-71.09184961907964,42.01261440654963],[-71.0925577222595,42.01309269464688],[-71.09360914819293,42.01333183734679],[-71.09405975930737,42.01435216943109],[-71.09474640481542,42.0143999970959],[-71.09541159265073,42.01416085841219],[-71.0954759656671,42.01381012004918]]]}""}], ""Days_Since_Last_Inspection"": ""never"", ""certain"": ""1"", ""Facility_Street"": ""PROSPECT ST"", ""multiple"": 0}",1402,501725,None,None,216.165.95.75,never,EASTON TOWN OF FIRE DEPT,MA,PROSPECT ST,ObjectID(52605257cdc3fd11fee77164),"[{u'area': 88209.70004392506, u'id': u'OpenLayers_Feature_Vector_5184', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-71.0954759656671,42.01381012004918],[-71.09463911645454,42.01207234235845],[-71.09382372491469,42.01122735072897],[-71.09302979104578,42.01071716166876],[-71.0924504338986,42.009967814067736],[-71.09176378839057,42.00984026466127],[-71.09137755029246,42.01054178323407],[-71.09152775399788,42.01117952067844],[-71.09109860055524,42.01167376279946],[-71.09184961907964,42.01261440654963],[-71.0925577222595,42.01309269464688],[-71.09360914819293,42.01333183734679],[-71.09405975930737,42.01435216943109],[-71.09474640481542,42.0143999970959],[-71.09541159265073,42.01416085841219],[-71.0954759656671,42.01381012004918]]]}'}]",1,0,0,501725
None,2014-04-11T19:12:46.901944,2014-04-11T19:12:46.901958,629991,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77165)"", ""task_id"": 501726, ""Facility_State"": ""MA"", ""skip"": ""1"", ""Facility_Name"": ""EIKOS INC"", ""area"": 0, ""Days_Since_Last_Inspection"": ""1180"", ""certain"": -1, ""Facility_Street"": ""2 MASTER DR"", ""multiple"": 0}",1402,501726,None,None,216.165.95.75,1180,EIKOS INC,MA,2 MASTER DR,ObjectID(52605257cdc3fd11fee77165),0,-1,0,1,501726
None,2014-04-11T19:13:02.999394,2014-04-11T19:13:02.999412,629992,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77155)"", ""task_id"": 501710, ""Facility_State"": ""MA"", ""skip"": ""1"", ""Facility_Name"": ""BROOKFIELD RECYCLING CENTER"", ""area"": 0, ""Days_Since_Last_Inspection"": ""2145"", ""certain"": -1, ""Facility_Street"": ""1 QUABOAG ST"", ""multiple"": 0}",1402,501710,None,5,None,2145,BROOKFIELD RECYCLING CENTER,MA,1 QUABOAG ST,ObjectID(52605257cdc3fd11fee77155),0,-1,0,1,501710
None,2014-04-11T19:13:30.296661,2014-04-11T19:13:30.296678,629993,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77166)"", ""task_id"": 501727, ""Facility_State"": ""MA"", ""skip"": 0, ""Facility_Name"": ""ENPRO SERVICES INC"", ""area"": [{""area"": 70568.80881151883, ""id"": ""OpenLayers_Feature_Vector_5642"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-70.90259361129789,42.81440418827295],[-70.90315151077232,42.8150888948897],[-70.90422439437847,42.81487640054407],[-70.90471792083746,42.81464029485924],[-70.90521144729645,42.81421530235491],[-70.90579080444361,42.81404215642302],[-70.90627360206624,42.8134282714864],[-70.90627360206624,42.81283012132768],[-70.90593027931176,42.812279188432484],[-70.90580153327907,42.812098166552275],[-70.90466427665747,42.81219261281653],[-70.90377378326401,42.81264123060204],[-70.90280818801875,42.81329447524294],[-70.90231466155976,42.813506975024154],[-70.90186405044531,42.81371947407522],[-70.90259361129789,42.81440418827295]]]}""}], ""Days_Since_Last_Inspection"": ""500"", ""certain"": -1, ""Facility_Street"": ""CAREY AVE"", ""multiple"": 0}",1402,501727,None,None,216.165.95.75,500,ENPRO SERVICES INC,MA,CAREY AVE,ObjectID(52605257cdc3fd11fee77166),"[{u'area': 70568.80881151883, u'id': u'OpenLayers_Feature_Vector_5642', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-70.90259361129789,42.81440418827295],[-70.90315151077232,42.8150888948897],[-70.90422439437847,42.81487640054407],[-70.90471792083746,42.81464029485924],[-70.90521144729645,42.81421530235491],[-70.90579080444361,42.81404215642302],[-70.90627360206624,42.8134282714864],[-70.90627360206624,42.81283012132768],[-70.90593027931176,42.812279188432484],[-70.90580153327907,42.812098166552275],[-70.90466427665747,42.81219261281653],[-70.90377378326401,42.81264123060204],[-70.90280818801875,42.81329447524294],[-70.90231466155976,42.813506975024154],[-70.90186405044531,42.81371947407522],[-70.90259361129789,42.81440418827295]]]}'}]",-1,0,0,501727
None,2014-04-11T19:13:37.603310,2014-04-11T19:13:37.603329,629994,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77156)"", ""task_id"": 501711, ""Facility_State"": ""RI"", ""skip"": ""1"", ""Facility_Name"": ""BROWNING FERRIS INDUSTRIES INC"", ""area"": 0, ""Days_Since_Last_Inspection"": ""never"", ""certain"": -1, ""Facility_Street"": ""14 CANAL ST"", ""multiple"": 0}",1402,501711,None,5,None,never,BROWNING FERRIS INDUSTRIES INC,RI,14 CANAL ST,ObjectID(52605257cdc3fd11fee77156),0,-1,0,1,501711
None,2014-04-11T19:14:56.097438,2014-04-11T19:14:56.097457,629995,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77157)"", ""task_id"": 501712, ""Facility_State"": ""MA"", ""skip"": 0, ""Facility_Name"": ""CASACELI TRUCKING INC"", ""area"": [{""area"": 217644.20126975203, ""id"": ""OpenLayers_Feature_Vector_1704"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-71.59876566680884,42.39324223368365],[-71.59541826995861,42.390389665839805],[-71.59147005828851,42.39387612004326],[-71.59335833343538,42.39387612004326],[-71.5925000265501,42.39546080793106],[-71.59447413238516,42.39691868544764],[-71.59713488372827,42.39508048648723],[-71.59876566680884,42.39324223368365]]]}""}], ""Days_Since_Last_Inspection"": ""never"", ""certain"": ""1"", ""Facility_Street"": ""5 COLLIDGE ST"", ""multiple"": 0}",1402,501712,None,5,None,never,CASACELI TRUCKING INC,MA,5 COLLIDGE ST,ObjectID(52605257cdc3fd11fee77157),"[{u'area': 217644.20126975203, u'id': u'OpenLayers_Feature_Vector_1704', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-71.59876566680884,42.39324223368365],[-71.59541826995861,42.390389665839805],[-71.59147005828851,42.39387612004326],[-71.59335833343538,42.39387612004326],[-71.5925000265501,42.39546080793106],[-71.59447413238516,42.39691868544764],[-71.59713488372827,42.39508048648723],[-71.59876566680884,42.39324223368365]]]}'}]",1,0,0,501712
None,2014-04-11T19:14:56.099389,2014-04-11T19:14:56.099401,629996,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77157)"", ""task_id"": 501712, ""Facility_State"": ""MA"", ""skip"": 0, ""Facility_Name"": ""CASACELI TRUCKING INC"", ""area"": [{""area"": 217644.20126975203, ""id"": ""OpenLayers_Feature_Vector_1704"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-71.59876566680884,42.39324223368365],[-71.59541826995861,42.390389665839805],[-71.59147005828851,42.39387612004326],[-71.59335833343538,42.39387612004326],[-71.5925000265501,42.39546080793106],[-71.59447413238516,42.39691868544764],[-71.59713488372827,42.39508048648723],[-71.59876566680884,42.39324223368365]]]}""}], ""Days_Since_Last_Inspection"": ""never"", ""certain"": ""1"", ""Facility_Street"": ""5 COLLIDGE ST"", ""multiple"": 0}",1402,501712,None,5,None,never,CASACELI TRUCKING INC,MA,5 COLLIDGE ST,ObjectID(52605257cdc3fd11fee77157),"[{u'area': 217644.20126975203, u'id': u'OpenLayers_Feature_Vector_1704', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-71.59876566680884,42.39324223368365],[-71.59541826995861,42.390389665839805],[-71.59147005828851,42.39387612004326],[-71.59335833343538,42.39387612004326],[-71.5925000265501,42.39546080793106],[-71.59447413238516,42.39691868544764],[-71.59713488372827,42.39508048648723],[-71.59876566680884,42.39324223368365]]]}'}]",1,0,0,501712
None,2014-04-11T21:54:02.863515,2014-04-11T21:54:02.863533,629999,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77158)"", ""task_id"": 501713, ""Facility_State"": ""MA"", ""skip"": 0, ""Facility_Name"": ""CHARLTON TOWN OF"", ""area"": [{""area"": 33347.802820078934, ""id"": ""OpenLayers_Feature_Vector_2134"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-71.9804223165802,42.11951632383402],[-71.98007899382574,42.119022920542164],[-71.97934943297406,42.1188478410312],[-71.9780190573025,42.1188796737057],[-71.97705346205724,42.11900700424321],[-71.97688180068002,42.11956407233577],[-71.97831946471244,42.12018479958421],[-71.97975712874397,42.120121135530425],[-71.97986441710486,42.120105219507316],[-71.9804223165802,42.11951632383402]]]}""}], ""Days_Since_Last_Inspection"": ""8373"", ""certain"": ""1"", ""Facility_Street"": ""90 FLINT RD"", ""multiple"": 0}",1402,501713,None,5,None,8373,CHARLTON TOWN OF,MA,90 FLINT RD,ObjectID(52605257cdc3fd11fee77158),"[{u'area': 33347.802820078934, u'id': u'OpenLayers_Feature_Vector_2134', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-71.9804223165802,42.11951632383402],[-71.98007899382574,42.119022920542164],[-71.97934943297406,42.1188478410312],[-71.9780190573025,42.1188796737057],[-71.97705346205724,42.11900700424321],[-71.97688180068002,42.11956407233577],[-71.97831946471244,42.12018479958421],[-71.97975712874397,42.120121135530425],[-71.97986441710486,42.120105219507316],[-71.9804223165802,42.11951632383402]]]}'}]",1,0,0,501713
None,2014-04-12T02:35:00.013522,2014-04-12T02:35:00.013540,630002,"{""X_id"": ""ObjectID(52605256cdc3fd11fee7714c)"", ""task_id"": 501701, ""Facility_State"": ""RI"", ""skip"": 0, ""Facility_Name"": ""AMERICAN DISPOSAL INC"", ""area"": [{""area"": 1077901.216904422, ""id"": ""OpenLayers_Feature_Vector_322"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-71.54537151596186,41.80184939516092],[-71.53198192855909,41.80338496568102],[-71.53026531478943,41.80472855969873],[-71.52902076980695,41.8083433275363],[-71.53090904495294,41.80904706392739],[-71.53142402908375,41.80994271724433],[-71.53133819839559,41.81189391861271],[-71.5333981349188,41.81214980946546],[-71.53464267990219,41.812885489973176],[-71.53768966934248,41.811861932184016],[-71.54142330429174,41.80939892922361],[-71.54172371170168,41.80879116067928],[-71.54344032547041,41.807639583414534],[-71.54519985458461,41.80447263920113],[-71.54580066940359,41.80338496568102],[-71.54537151596186,41.80184939516092]]]}""}], ""Days_Since_Last_Inspection"": ""never"", ""certain"": ""1"", ""Facility_Street"": ""23 GREEN HILL RD"", ""multiple"": 0}",1402,501701,None,None,24.90.234.19,never,AMERICAN DISPOSAL INC,RI,23 GREEN HILL RD,ObjectID(52605256cdc3fd11fee7714c),"[{u'area': 1077901.216904422, u'id': u'OpenLayers_Feature_Vector_322', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-71.54537151596186,41.80184939516092],[-71.53198192855909,41.80338496568102],[-71.53026531478943,41.80472855969873],[-71.52902076980695,41.8083433275363],[-71.53090904495294,41.80904706392739],[-71.53142402908375,41.80994271724433],[-71.53133819839559,41.81189391861271],[-71.5333981349188,41.81214980946546],[-71.53464267990219,41.812885489973176],[-71.53768966934248,41.811861932184016],[-71.54142330429174,41.80939892922361],[-71.54172371170168,41.80879116067928],[-71.54344032547041,41.807639583414534],[-71.54519985458461,41.80447263920113],[-71.54580066940359,41.80338496568102],[-71.54537151596186,41.80184939516092]]]}'}]",1,0,0,501701
None,2014-04-12T02:35:24.063308,2014-04-12T02:35:24.063323,630003,"{""X_id"": ""ObjectID(52605256cdc3fd11fee7714d)"", ""task_id"": 501702, ""Facility_State"": ""MA"", ""skip"": 0, ""Facility_Name"": ""AMHERST LANDFILL - NEW"", ""area"": [{""area"": 109843.6707429923, ""id"": ""OpenLayers_Feature_Vector_556"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-72.47944521957385,42.35609327049799],[-72.47719216400156,42.355046725145925],[-72.47639823013265,42.356077413879824],[-72.47665572219805,42.35622012329532],[-72.4760978227227,42.35829730143294],[-72.47702050262433,42.360374410910175],[-72.47781443649237,42.36018414419645],[-72.47841525131223,42.35943892735413],[-72.47841525131223,42.35885226106848],[-72.47927355819661,42.35853514187681],[-72.47996020370465,42.35739349953635],[-72.47869420104946,42.35691780910635],[-72.47944521957385,42.35609327049799]]]}""}], ""Days_Since_Last_Inspection"": ""3266"", ""certain"": ""1"", ""Facility_Street"": ""740 BELCHERTOWN RD"", ""multiple"": 0}",1402,501702,None,None,24.90.234.19,3266,AMHERST LANDFILL - NEW,MA,740 BELCHERTOWN RD,ObjectID(52605256cdc3fd11fee7714d),"[{u'area': 109843.6707429923, u'id': u'OpenLayers_Feature_Vector_556', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-72.47944521957385,42.35609327049799],[-72.47719216400156,42.355046725145925],[-72.47639823013265,42.356077413879824],[-72.47665572219805,42.35622012329532],[-72.4760978227227,42.35829730143294],[-72.47702050262433,42.360374410910175],[-72.47781443649237,42.36018414419645],[-72.47841525131223,42.35943892735413],[-72.47841525131223,42.35885226106848],[-72.47927355819661,42.35853514187681],[-72.47996020370465,42.35739349953635],[-72.47869420104946,42.35691780910635],[-72.47944521957385,42.35609327049799]]]}'}]",1,0,0,501702
None,2014-04-12T02:35:43.736779,2014-04-12T02:35:43.736793,630004,"{""X_id"": ""ObjectID(52605256cdc3fd11fee7714e)"", ""task_id"": 501703, ""Facility_State"": ""CT"", ""skip"": 0, ""Facility_Name"": ""ASTI WASTE SYSTEMS"", ""area"": [{""area"": 317138.63470972877, ""id"": ""OpenLayers_Feature_Vector_763"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-73.43261905822727,41.55202625729218],[-73.43124576721209,41.54708022594331],[-73.42918583068797,41.54688751576457],[-73.42824169311542,41.545634885601864],[-73.42437931213348,41.5462130256156],[-73.42446514282254,41.54704810761986],[-73.42613884124766,41.550099277086],[-73.4287137619017,41.54990657590621],[-73.42789837036096,41.551994141425894],[-73.43236156616187,41.552893379644544],[-73.43261905822727,41.55202625729218]]]}""}], ""Days_Since_Last_Inspection"": ""9254"", ""certain"": ""1"", ""Facility_Street"": ""182-2 DANBURY RD"", ""multiple"": 0}",1402,501703,None,None,24.90.234.19,9254,ASTI WASTE SYSTEMS,CT,182-2 DANBURY RD,ObjectID(52605256cdc3fd11fee7714e),"[{u'area': 317138.63470972877, u'id': u'OpenLayers_Feature_Vector_763', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-73.43261905822727,41.55202625729218],[-73.43124576721209,41.54708022594331],[-73.42918583068797,41.54688751576457],[-73.42824169311542,41.545634885601864],[-73.42437931213348,41.5462130256156],[-73.42446514282254,41.54704810761986],[-73.42613884124766,41.550099277086],[-73.4287137619017,41.54990657590621],[-73.42789837036096,41.551994141425894],[-73.43236156616187,41.552893379644544],[-73.43261905822727,41.55202625729218]]]}'}]",1,0,0,501703
None,2014-04-12T02:35:49.352303,2014-04-12T02:35:49.352321,630005,"{""X_id"": ""ObjectID(52605256cdc3fd11fee7714f)"", ""task_id"": 501704, ""Facility_State"": ""CT"", ""skip"": ""1"", ""Facility_Name"": ""AUTO WASTE PAC CO"", ""area"": 0, ""Days_Since_Last_Inspection"": ""never"", ""certain"": -1, ""Facility_Street"": ""665 NUTMEG RD"", ""multiple"": 0}",1402,501704,None,None,24.90.234.19,never,AUTO WASTE PAC CO,CT,665 NUTMEG RD,ObjectID(52605256cdc3fd11fee7714f),0,-1,0,1,501704
None,2014-04-12T02:35:55.450380,2014-04-12T02:35:55.450398,630006,"{""X_id"": ""ObjectID(52605256cdc3fd11fee77150)"", ""task_id"": 501705, ""Facility_State"": ""MA"", ""skip"": ""1"", ""Facility_Name"": ""BARRE RECYCLING & TRANSFER CENTER"", ""area"": 0, ""Days_Since_Last_Inspection"": ""2810"", ""certain"": -1, ""Facility_Street"": ""72 BARRE DEPOT RD"", ""multiple"": 0}",1402,501705,None,None,24.90.234.19,2810,BARRE RECYCLING & TRANSFER CENTER,MA,72 BARRE DEPOT RD,ObjectID(52605256cdc3fd11fee77150),0,-1,0,1,501705
None,2014-04-12T02:36:13.354397,2014-04-12T02:36:13.354414,630007,"{""X_id"": ""ObjectID(52605256cdc3fd11fee77151)"", ""task_id"": 501706, ""Facility_State"": ""NH"", ""skip"": 0, ""Facility_Name"": ""BEDFORD TRANSFER STATION TOWN OF"", ""area"": [{""area"": 73776.80418966724, ""id"": ""OpenLayers_Feature_Vector_1208"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-71.55098269317651,42.95580979724109],[-71.54999564025943,42.95298293491083],[-71.5489656719978,42.9518835644917],[-71.54613325927748,42.95298293491083],[-71.54656241272012,42.95376818747254],[-71.5476782116708,42.95357972777155],[-71.54810736511253,42.95449061097971],[-71.54956648681679,42.95436497271782],[-71.55003855560307,42.956155293732124],[-71.55098269317651,42.95580979724109]]]}""}], ""Days_Since_Last_Inspection"": ""never"", ""certain"": ""1"", ""Facility_Street"": ""77 CHUBBUCK RD"", ""multiple"": 0}",1402,501706,None,None,24.90.234.19,never,BEDFORD TRANSFER STATION TOWN OF,NH,77 CHUBBUCK RD,ObjectID(52605256cdc3fd11fee77151),"[{u'area': 73776.80418966724, u'id': u'OpenLayers_Feature_Vector_1208', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-71.55098269317651,42.95580979724109],[-71.54999564025943,42.95298293491083],[-71.5489656719978,42.9518835644917],[-71.54613325927748,42.95298293491083],[-71.54656241272012,42.95376818747254],[-71.5476782116708,42.95357972777155],[-71.54810736511253,42.95449061097971],[-71.54956648681679,42.95436497271782],[-71.55003855560307,42.956155293732124],[-71.55098269317651,42.95580979724109]]]}'}]",1,0,0,501706
None,2014-04-12T02:36:16.635489,2014-04-12T02:36:16.635508,630008,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77152)"", ""task_id"": 501707, ""Facility_State"": ""MA"", ""skip"": ""1"", ""Facility_Name"": ""BERKLEY TOWN OF"", ""area"": 0, ""Days_Since_Last_Inspection"": ""never"", ""certain"": -1, ""Facility_Street"": ""3 NORTH MAIN ST REAR"", ""multiple"": 0}",1402,501707,None,None,24.90.234.19,never,BERKLEY TOWN OF,MA,3 NORTH MAIN ST REAR,ObjectID(52605257cdc3fd11fee77152),0,-1,0,1,501707
None,2014-04-12T02:36:19.567507,2014-04-12T02:36:19.567521,630009,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77153)"", ""task_id"": 501708, ""Facility_State"": ""MA"", ""skip"": ""1"", ""Facility_Name"": ""BERNARDSTON TOWN OF LANDFILL"", ""area"": 0, ""Days_Since_Last_Inspection"": ""never"", ""certain"": -1, ""Facility_Street"": ""NELSON RD"", ""multiple"": 0}",1402,501708,None,None,24.90.234.19,never,BERNARDSTON TOWN OF LANDFILL,MA,NELSON RD,ObjectID(52605257cdc3fd11fee77153),0,-1,0,1,501708
None,2014-04-12T02:36:44.025012,2014-04-12T02:36:44.025029,630010,"{""X_id"": ""ObjectID(52605257cdc3fd11fee77154)"", ""task_id"": 501709, ""Facility_State"": ""MA"", ""skip"": 0, ""Facility_Name"": ""BOURNE LANDFILL"", ""area"": [{""area"": 221839.51397270602, ""id"": ""OpenLayers_Feature_Vector_1672"", ""area_geometry"": ""{\""type\"":\""Polygon\"",\""coordinates\"":[[[-70.58169706347581,41.73078667847048],[-70.57650430682321,41.72908923087347],[-70.57671888354409,41.728528743043306],[-70.57731969836395,41.727792094458785],[-70.57830675128103,41.72705543742686],[-70.57937963488718,41.726110582348326],[-70.57991607668981,41.7252618023786],[-70.58043106082062,41.725069624224915],[-70.58261974337744,41.72548600949758],[-70.58298452380282,41.72591840673345],[-70.5831991005246,41.72695935110439],[-70.58274848941014,41.72761593811077],[-70.58259828570472,41.72860881303289],[-70.5828343200983,41.72977782351281],[-70.5827055740656,41.730354314000415],[-70.58169706347581,41.73078667847048]]]}""}], ""Days_Since_Last_Inspection"": ""never"", ""certain"": ""1"", ""Facility_Street"": ""OFF MACARTHUR BLVD"", ""multiple"": 0}",1402,501709,None,None,24.90.234.19,never,BOURNE LANDFILL,MA,OFF MACARTHUR BLVD,ObjectID(52605257cdc3fd11fee77154),"[{u'area': 221839.51397270602, u'id': u'OpenLayers_Feature_Vector_1672', u'area_geometry': u'{""type"":""Polygon"",""coordinates"":[[[-70.58169706347581,41.73078667847048],[-70.57650430682321,41.72908923087347],[-70.57671888354409,41.728528743043306],[-70.57731969836395,41.727792094458785],[-70.57830675128103,41.72705543742686],[-70.57937963488718,41.726110582348326],[-70.57991607668981,41.7252618023786],[-70.58043106082062,41.725069624224915],[-70.58261974337744,41.72548600949758],[-70.58298452380282,41.72591840673345],[-70.5831991005246,41.72695935110439],[-70.58274848941014,41.72761593811077],[-70.58259828570472,41.72860881303289],[-70.5828343200983,41.72977782351281],[-70.5827055740656,41.730354314000415],[-70.58169706347581,41.73078667847048]]]}'}]",1,0,0,501709
